dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,14,0,CN,Asia,CHN,1392730000,China
19/04/2020,19,4,2020,18,0,CN,Asia,CHN,1392730000,China
18/04/2020,18,4,2020,31,0,CN,Asia,CHN,1392730000,China
17/04/2020,17,4,2020,352,1290,CN,Asia,CHN,1392730000,China
16/04/2020,16,4,2020,50,0,CN,Asia,CHN,1392730000,China
15/04/2020,15,4,2020,49,1,CN,Asia,CHN,1392730000,China
14/04/2020,14,4,2020,94,0,CN,Asia,CHN,1392730000,China
13/04/2020,13,4,2020,112,2,CN,Asia,CHN,1392730000,China
12/04/2020,12,4,2020,93,0,CN,Asia,CHN,1392730000,China
11/04/2020,11,4,2020,79,3,CN,Asia,CHN,1392730000,China
10/04/2020,10,4,2020,55,1,CN,Asia,CHN,1392730000,China
09/04/2020,9,4,2020,86,2,CN,Asia,CHN,1392730000,China
08/04/2020,8,4,2020,86,2,CN,Asia,CHN,1392730000,China
07/04/2020,7,4,2020,56,0,CN,Asia,CHN,1392730000,China
06/04/2020,6,4,2020,67,2,CN,Asia,CHN,1392730000,China
05/04/2020,5,4,2020,48,3,CN,Asia,CHN,1392730000,China
04/04/2020,4,4,2020,62,4,CN,Asia,CHN,1392730000,China
03/04/2020,3,4,2020,70,10,CN,Asia,CHN,1392730000,China
02/04/2020,2,4,2020,100,6,CN,Asia,CHN,1392730000,China
01/04/2020,1,4,2020,54,1,CN,Asia,CHN,1392730000,China
31/03/2020,31,3,2020,84,3,CN,Asia,CHN,1392730000,China
30/03/2020,30,3,2020,98,2,CN,Asia,CHN,1392730000,China
29/03/2020,29,3,2020,113,5,CN,Asia,CHN,1392730000,China
28/03/2020,28,3,2020,119,3,CN,Asia,CHN,1392730000,China
27/03/2020,27,3,2020,94,5,CN,Asia,CHN,1392730000,China
26/03/2020,26,3,2020,102,6,CN,Asia,CHN,1392730000,China
25/03/2020,25,3,2020,78,4,CN,Asia,CHN,1392730000,China
24/03/2020,24,3,2020,69,7,CN,Asia,CHN,1392730000,China
23/03/2020,23,3,2020,138,9,CN,Asia,CHN,1392730000,China
22/03/2020,22,3,2020,65,6,CN,Asia,CHN,1392730000,China
21/03/2020,21,3,2020,52,6,CN,Asia,CHN,1392730000,China
20/03/2020,20,3,2020,99,4,CN,Asia,CHN,1392730000,China
19/03/2020,19,3,2020,44,8,CN,Asia,CHN,1392730000,China
18/03/2020,18,3,2020,23,16,CN,Asia,CHN,1392730000,China
17/03/2020,17,3,2020,43,9,CN,Asia,CHN,1392730000,China
16/03/2020,16,3,2020,25,13,CN,Asia,CHN,1392730000,China
15/03/2020,15,3,2020,22,9,CN,Asia,CHN,1392730000,China
14/03/2020,14,3,2020,19,15,CN,Asia,CHN,1392730000,China
13/03/2020,13,3,2020,22,7,CN,Asia,CHN,1392730000,China
12/03/2020,12,3,2020,24,11,CN,Asia,CHN,1392730000,China
11/03/2020,11,3,2020,29,22,CN,Asia,CHN,1392730000,China
10/03/2020,10,3,2020,20,17,CN,Asia,CHN,1392730000,China
09/03/2020,9,3,2020,45,23,CN,Asia,CHN,1392730000,China
08/03/2020,8,3,2020,46,27,CN,Asia,CHN,1392730000,China
07/03/2020,7,3,2020,101,28,CN,Asia,CHN,1392730000,China
06/03/2020,6,3,2020,170,30,CN,Asia,CHN,1392730000,China
05/03/2020,5,3,2020,117,31,CN,Asia,CHN,1392730000,China
04/03/2020,4,3,2020,119,37,CN,Asia,CHN,1392730000,China
03/03/2020,3,3,2020,127,32,CN,Asia,CHN,1392730000,China
02/03/2020,2,3,2020,205,42,CN,Asia,CHN,1392730000,China
01/03/2020,1,3,2020,574,35,CN,Asia,CHN,1392730000,China
29/02/2020,29,2,2020,428,47,CN,Asia,CHN,1392730000,China
28/02/2020,28,2,2020,329,44,CN,Asia,CHN,1392730000,China
27/02/2020,27,2,2020,439,29,CN,Asia,CHN,1392730000,China
26/02/2020,26,2,2020,410,52,CN,Asia,CHN,1392730000,China
25/02/2020,25,2,2020,515,70,CN,Asia,CHN,1392730000,China
24/02/2020,24,2,2020,218,150,CN,Asia,CHN,1392730000,China
23/02/2020,23,2,2020,647,98,CN,Asia,CHN,1392730000,China
22/02/2020,22,2,2020,826,109,CN,Asia,CHN,1392730000,China
21/02/2020,21,2,2020,891,118,CN,Asia,CHN,1392730000,China
20/02/2020,20,2,2020,394,112,CN,Asia,CHN,1392730000,China
19/02/2020,19,2,2020,1750,139,CN,Asia,CHN,1392730000,China
18/02/2020,18,2,2020,1890,98,CN,Asia,CHN,1392730000,China
17/02/2020,17,2,2020,2052,105,CN,Asia,CHN,1392730000,China
16/02/2020,16,2,2020,2007,142,CN,Asia,CHN,1392730000,China
15/02/2020,15,2,2020,2538,143,CN,Asia,CHN,1392730000,China
14/02/2020,14,2,2020,4156,13,CN,Asia,CHN,1392730000,China
13/02/2020,13,2,2020,15141,254,CN,Asia,CHN,1392730000,China
12/02/2020,12,2,2020,2028,97,CN,Asia,CHN,1392730000,China
11/02/2020,11,2,2020,2490,108,CN,Asia,CHN,1392730000,China
10/02/2020,10,2,2020,2974,97,CN,Asia,CHN,1392730000,China
09/02/2020,9,2,2020,2607,89,CN,Asia,CHN,1392730000,China
08/02/2020,8,2,2020,3418,86,CN,Asia,CHN,1392730000,China
07/02/2020,7,2,2020,3160,73,CN,Asia,CHN,1392730000,China
06/02/2020,6,2,2020,3727,72,CN,Asia,CHN,1392730000,China
05/02/2020,5,2,2020,3872,66,CN,Asia,CHN,1392730000,China
04/02/2020,4,2,2020,3237,65,CN,Asia,CHN,1392730000,China
03/02/2020,3,2,2020,2812,57,CN,Asia,CHN,1392730000,China
02/02/2020,2,2,2020,2590,45,CN,Asia,CHN,1392730000,China
01/02/2020,1,2,2020,2095,46,CN,Asia,CHN,1392730000,China
31/01/2020,31,1,2020,1980,43,CN,Asia,CHN,1392730000,China
30/01/2020,30,1,2020,1740,38,CN,Asia,CHN,1392730000,China
29/01/2020,29,1,2020,1466,26,CN,Asia,CHN,1392730000,China
28/01/2020,28,1,2020,1753,25,CN,Asia,CHN,1392730000,China
27/01/2020,27,1,2020,787,25,CN,Asia,CHN,1392730000,China
26/01/2020,26,1,2020,665,15,CN,Asia,CHN,1392730000,China
25/01/2020,25,1,2020,441,15,CN,Asia,CHN,1392730000,China
24/01/2020,24,1,2020,259,9,CN,Asia,CHN,1392730000,China
23/01/2020,23,1,2020,97,0,CN,Asia,CHN,1392730000,China
22/01/2020,22,1,2020,140,11,CN,Asia,CHN,1392730000,China
21/01/2020,21,1,2020,151,3,CN,Asia,CHN,1392730000,China
20/01/2020,20,1,2020,19,0,CN,Asia,CHN,1392730000,China
19/01/2020,19,1,2020,136,1,CN,Asia,CHN,1392730000,China
18/01/2020,18,1,2020,17,0,CN,Asia,CHN,1392730000,China
17/01/2020,17,1,2020,4,0,CN,Asia,CHN,1392730000,China
16/01/2020,16,1,2020,0,0,CN,Asia,CHN,1392730000,China
15/01/2020,15,1,2020,0,1,CN,Asia,CHN,1392730000,China
14/01/2020,14,1,2020,0,0,CN,Asia,CHN,1392730000,China
13/01/2020,13,1,2020,0,0,CN,Asia,CHN,1392730000,China
12/01/2020,12,1,2020,0,0,CN,Asia,CHN,1392730000,China
11/01/2020,11,1,2020,0,1,CN,Asia,CHN,1392730000,China
10/01/2020,10,1,2020,0,0,CN,Asia,CHN,1392730000,China
09/01/2020,9,1,2020,0,0,CN,Asia,CHN,1392730000,China
08/01/2020,8,1,2020,0,0,CN,Asia,CHN,1392730000,China
07/01/2020,7,1,2020,0,0,CN,Asia,CHN,1392730000,China
06/01/2020,6,1,2020,0,0,CN,Asia,CHN,1392730000,China
05/01/2020,5,1,2020,15,0,CN,Asia,CHN,1392730000,China
04/01/2020,4,1,2020,0,0,CN,Asia,CHN,1392730000,China
03/01/2020,3,1,2020,17,0,CN,Asia,CHN,1392730000,China
02/01/2020,2,1,2020,0,0,CN,Asia,CHN,1392730000,China
01/01/2020,1,1,2020,0,0,CN,Asia,CHN,1392730000,China
31/12/2019,31,12,2019,27,0,CN,Asia,CHN,1392730000,China
