date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-DC,Bogotá,,departamento,2152,84,391
2020-04-27,CO-DC,Bogotá,,departamento,2245,87,422
2020-04-28,CO-DC,Bogotá,,departamento,2345,89,432
2020-04-29,CO-DC,Bogotá,,departamento,2408,90,445
2020-04-30,CO-DC,Bogotá,,departamento,2543,97,524
2020-05-01,CO-DC,Bogotá,,departamento,2633,100,528
2020-05-02,CO-DC,Bogotá,,departamento,2772,107,558
2020-05-03,CO-DC,Bogotá,,departamento,2846,110,595
2020-05-04,CO-DC,Bogotá,,departamento,2958,114,616
2020-05-05,CO-DC,Bogotá,,departamento,3084,117,641
2020-05-06,CO-DC,Bogotá,,departamento,3272,121,758
2020-05-07,CO-DC,Bogotá,,departamento,3469,127,836
2020-05-08,CO-DC,Bogotá,,departamento,3599,131,915
2020-05-09,CO-DC,Bogotá,,departamento,3824,136,973
2020-05-10,CO-DC,Bogotá,,departamento,4028,139,1028
2020-05-11,CO-DC,Bogotá,,departamento,4155,145,1107
2020-05-12,CO-DC,Bogotá,,departamento,4305,149,1163
2020-05-13,CO-DC,Bogotá,,departamento,4563,155,1197
2020-05-14,CO-DC,Bogotá,,departamento,4685,158,1236
2020-05-15,CO-DC,Bogotá,,departamento,4892,161,1329
2020-05-16,CO-DC,Bogotá,,departamento,5008,163,1352
2020-05-17,CO-DC,Bogotá,,departamento,5283,168,1380
2020-05-18,CO-DC,Bogotá,,departamento,5521,171,1452
2020-05-19,CO-DC,Bogotá,,departamento,5720,175,1499
2020-05-20,CO-DC,Bogotá,,departamento,5934,178,1540
