date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-VAU,Vaupés,,departamento,0,0,0
2020-04-27,CO-VAU,Vaupés,,departamento,0,0,0
2020-04-28,CO-VAU,Vaupés,,departamento,0,0,0
2020-04-29,CO-VAU,Vaupés,,departamento,0,0,0
2020-04-30,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-01,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-02,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-03,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-04,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-05,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-06,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-07,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-08,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-09,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-10,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-11,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-12,CO-VAU,Vaupés,,departamento,0,0,0
2020-05-13,CO-VAU,Vaupés,,departamento,0,0,0
