date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-ATL,Atlántico,,departamento,156,7,41
2020-04-27,CO-ATL,Atlántico,,departamento,176,8,42
2020-04-28,CO-ATL,Atlántico,,departamento,218,8,52
2020-04-29,CO-ATL,Atlántico,,departamento,236,10,52
2020-04-30,CO-ATL,Atlántico,,departamento,253,10,54
2020-05-01,CO-ATL,Atlántico,,departamento,309,12,54
2020-05-02,CO-ATL,Atlántico,,departamento,363,14,60
2020-05-03,CO-ATL,Atlántico,,departamento,414,15,60
2020-05-04,CO-ATL,Atlántico,,departamento,491,20,61
2020-05-05,CO-ATL,Atlántico,,departamento,530,21,63
2020-05-06,CO-ATL,Atlántico,,departamento,641,26,67
