date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-BOY,Boyacá,,departamento,33,1,8
2020-04-27,CO-BOY,Boyacá,,departamento,35,1,8
2020-04-28,CO-BOY,Boyacá,,departamento,35,1,8
2020-04-29,CO-BOY,Boyacá,,departamento,37,1,11
2020-04-30,CO-BOY,Boyacá,,departamento,37,1,12
2020-05-01,CO-BOY,Boyacá,,departamento,39,1,13
2020-05-02,CO-BOY,Boyacá,,departamento,46,3,14
2020-05-03,CO-BOY,Boyacá,,departamento,47,3,14
2020-05-04,CO-BOY,Boyacá,,departamento,47,3,14
2020-05-05,CO-BOY,Boyacá,,departamento,58,3,14
2020-05-06,CO-BOY,Boyacá,,departamento,60,3,18
2020-05-07,CO-BOY,Boyacá,,departamento,60,3,18
2020-05-08,CO-BOY,Boyacá,,departamento,61,3,18
2020-05-09,CO-BOY,Boyacá,,departamento,61,3,18
2020-05-10,CO-BOY,Boyacá,,departamento,61,3,18
2020-05-11,CO-BOY,Boyacá,,departamento,67,3,18
2020-05-12,CO-BOY,Boyacá,,departamento,77,3,19
2020-05-13,CO-BOY,Boyacá,,departamento,79,3,19
2020-05-14,CO-BOY,Boyacá,,departamento,87,3,24
2020-05-15,CO-BOY,Boyacá,,departamento,88,3,24
2020-05-16,CO-BOY,Boyacá,,departamento,88,3,26
2020-05-17,CO-BOY,Boyacá,,departamento,105,3,29
2020-05-18,CO-BOY,Boyacá,,departamento,105,5,34
2020-05-19,CO-BOY,Boyacá,,departamento,108,5,36
2020-05-20,CO-BOY,Boyacá,,departamento,121,5,38
2020-05-21,CO-BOY,Boyacá,,departamento,126,5,38
2020-05-22,CO-BOY,Boyacá,,departamento,136,5,49
2020-05-23,CO-BOY,Boyacá,,departamento,144,5,49
2020-05-24,CO-BOY,Boyacá,,departamento,152,5,49
2020-05-25,CO-BOY,Boyacá,,departamento,159,5,54
2020-05-26,CO-BOY,Boyacá,,departamento,162,5,58
2020-05-27,CO-BOY,Boyacá,,departamento,166,6,62
2020-05-28,CO-BOY,Boyacá,,departamento,178,6,64
2020-05-29,CO-BOY,Boyacá,,departamento,182,7,66
2020-05-30,CO-BOY,Boyacá,,departamento,190,7,71
2020-05-31,CO-BOY,Boyacá,,departamento,190,7,71
2020-06-01,CO-BOY,Boyacá,,departamento,211,8,81
2020-06-02,CO-BOY,Boyacá,,departamento,211,8,90
2020-06-03,CO-BOY,Boyacá,,departamento,212,8,101
2020-06-04,CO-BOY,Boyacá,,departamento,214,8,108
2020-06-05,CO-BOY,Boyacá,,departamento,220,8,112
2020-06-06,CO-BOY,Boyacá,,departamento,221,8,115
2020-06-07,CO-BOY,Boyacá,,departamento,223,9,128
2020-06-08,CO-BOY,Boyacá,,departamento,225,9,131
2020-06-09,CO-BOY,Boyacá,,departamento,225,9,131
2020-06-10,CO-BOY,Boyacá,,departamento,227,9,133
2020-06-11,CO-BOY,Boyacá,,departamento,231,9,136
2020-06-12,CO-BOY,Boyacá,,departamento,231,9,136
2020-06-13,CO-BOY,Boyacá,,departamento,236,9,144
2020-06-14,CO-BOY,Boyacá,,departamento,241,9,150
2020-06-15,CO-BOY,Boyacá,,departamento,246,9,157
2020-06-16,CO-BOY,Boyacá,,departamento,246,9,157
