date,state,city,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-17,SP,,state,12841,928,51,True,45919049,35,27.96443,0.0723
2020-04-16,SP,,state,11568,853,50,False,45919049,35,25.19216,0.0737
2020-04-15,SP,,state,11043,778,49,False,45919049,35,24.04884,0.0705
2020-04-14,SP,,state,9371,695,48,False,45919049,35,20.40765,0.0742
2020-04-13,SP,,state,8895,608,47,False,45919049,35,19.37105,0.0684
2020-04-12,SP,,state,8755,588,46,False,45919049,35,19.06616,0.0672
2020-04-11,SP,,state,8419,560,45,False,45919049,35,18.33444,0.0665
2020-04-10,SP,,state,8216,540,44,False,45919049,35,17.89236,0.0657
2020-04-09,SP,,state,7480,496,43,False,45919049,35,16.28954,0.0663
2020-04-08,SP,,state,6708,428,42,False,45919049,35,14.60832,0.0638
2020-04-07,SP,,state,5682,371,41,False,45919049,35,12.37395,0.0653
2020-04-06,SP,,state,4866,304,40,False,45919049,35,10.59691,0.0625
2020-04-05,SP,,state,4620,275,39,False,45919049,35,10.06118,0.0595
2020-04-04,SP,,state,4466,260,38,False,45919049,35,9.72581,0.0582
2020-04-03,SP,,state,4048,219,37,False,45919049,35,8.81551,0.0541
2020-04-02,SP,,state,3506,188,36,False,45919049,35,7.63518,0.0536
2020-04-01,SP,,state,2981,164,35,False,45919049,35,6.49186,0.0550
2020-03-31,SP,,state,2339,136,34,False,45919049,35,5.09375,0.0581
2020-03-30,SP,,state,1517,113,33,False,45919049,35,3.30364,0.0745
2020-03-29,SP,,state,1451,98,32,False,45919049,35,3.15991,0.0675
2020-03-28,SP,,state,1406,84,31,False,45919049,35,3.06191,0.0597
2020-03-27,SP,,state,1223,68,30,False,45919049,35,2.66338,0.0556
2020-03-26,SP,,state,1052,58,29,False,45919049,35,2.29099,0.0551
2020-03-25,SP,,state,862,48,28,False,45919049,35,1.87722,0.0557
2020-03-24,SP,,state,810,40,27,False,45919049,35,1.76397,0.0494
2020-03-23,SP,,state,745,30,26,False,45919049,35,1.62242,0.0403
2020-03-22,SP,,state,631,22,25,False,45919049,35,1.37416,0.0349
2020-03-21,SP,,state,396,15,24,False,45919049,35,0.86239,0.0379
2020-03-20,SP,,state,396,9,23,False,45919049,35,0.86239,0.0227
2020-03-19,SP,,state,286,5,22,False,45919049,35,0.62284,0.0175
2020-03-18,SP,,state,240,3,21,False,45919049,35,0.52266,0.0125
2020-03-17,SP,,state,164,1,20,False,45919049,35,0.35715,0.0061
2020-03-16,SP,,state,152,0,19,False,45919049,35,0.33102,
2020-03-14,SP,,state,65,0,18,False,45919049,35,0.14155,
2020-03-12,SP,,state,46,0,17,False,45919049,35,0.10018,
2020-03-11,SP,,state,30,0,16,False,45919049,35,0.06533,
2020-03-10,SP,,state,19,0,15,False,45919049,35,0.04138,
2020-03-09,SP,,state,16,0,14,False,45919049,35,0.03484,
2020-03-08,SP,,state,16,0,13,False,45919049,35,0.03484,
2020-03-07,SP,,state,13,0,12,False,45919049,35,0.02831,
2020-03-06,SP,,state,10,0,11,False,45919049,35,0.02178,
2020-03-05,SP,,state,6,0,10,False,45919049,35,0.01307,
2020-03-04,SP,,state,3,0,9,False,45919049,35,0.00653,
2020-03-03,SP,,state,2,0,8,False,45919049,35,0.00436,
2020-03-02,SP,,state,2,0,7,False,45919049,35,0.00436,
2020-03-01,SP,,state,2,0,6,False,45919049,35,0.00436,
2020-02-29,SP,,state,2,0,5,False,45919049,35,0.00436,
2020-02-28,SP,,state,2,0,4,False,45919049,35,0.00436,
2020-02-27,SP,,state,1,0,3,False,45919049,35,0.00218,
2020-02-26,SP,,state,1,0,2,False,45919049,35,0.00218,
2020-02-25,SP,,state,1,0,1,False,45919049,35,0.00218,
2020-04-17,SP,Adamantina,city,1,0,12,True,35068,3500105,2.85160,
2020-04-16,SP,Adamantina,city,1,0,11,False,35068,3500105,2.85160,
2020-04-15,SP,Adamantina,city,1,0,10,False,35068,3500105,2.85160,
2020-04-14,SP,Adamantina,city,1,0,9,False,35068,3500105,2.85160,
2020-04-10,SP,Adamantina,city,0,0,8,False,35068,3500105,,
2020-04-09,SP,Adamantina,city,0,0,7,False,35068,3500105,,
2020-04-08,SP,Adamantina,city,0,0,6,False,35068,3500105,,
2020-04-07,SP,Adamantina,city,0,0,5,False,35068,3500105,,
2020-04-06,SP,Adamantina,city,0,0,4,False,35068,3500105,,
2020-04-05,SP,Adamantina,city,0,0,3,False,35068,3500105,,
2020-04-04,SP,Adamantina,city,1,0,2,False,35068,3500105,2.85160,
2020-04-03,SP,Adamantina,city,1,0,1,False,35068,3500105,2.85160,
2020-04-17,SP,Agudos,city,4,1,16,True,37214,3500709,10.74864,0.2500
2020-04-16,SP,Agudos,city,4,1,15,False,37214,3500709,10.74864,0.2500
2020-04-15,SP,Agudos,city,4,1,14,False,37214,3500709,10.74864,0.2500
2020-04-14,SP,Agudos,city,2,1,13,False,37214,3500709,5.37432,0.5000
2020-04-13,SP,Agudos,city,2,1,12,False,37214,3500709,5.37432,0.5000
2020-04-12,SP,Agudos,city,2,1,11,False,37214,3500709,5.37432,0.5000
2020-04-11,SP,Agudos,city,2,1,10,False,37214,3500709,5.37432,0.5000
2020-04-10,SP,Agudos,city,1,1,9,False,37214,3500709,2.68716,1.0000
2020-04-09,SP,Agudos,city,1,1,8,False,37214,3500709,2.68716,1.0000
2020-04-08,SP,Agudos,city,1,1,7,False,37214,3500709,2.68716,1.0000
2020-04-07,SP,Agudos,city,1,0,6,False,37214,3500709,2.68716,
2020-04-06,SP,Agudos,city,1,0,5,False,37214,3500709,2.68716,
2020-04-05,SP,Agudos,city,1,0,4,False,37214,3500709,2.68716,
2020-04-04,SP,Agudos,city,1,0,3,False,37214,3500709,2.68716,
2020-04-03,SP,Agudos,city,1,0,2,False,37214,3500709,2.68716,
2020-04-02,SP,Agudos,city,1,0,1,False,37214,3500709,2.68716,
2020-04-17,SP,Alambari,city,1,0,2,True,6025,3500758,16.59751,
2020-04-16,SP,Alambari,city,1,0,1,False,6025,3500758,16.59751,
2020-04-17,SP,Americana,city,24,3,18,True,239597,3501608,10.01682,0.1250
2020-04-16,SP,Americana,city,17,3,17,False,239597,3501608,7.09525,0.1765
2020-04-15,SP,Americana,city,15,2,16,False,239597,3501608,6.26051,0.1333
2020-04-14,SP,Americana,city,4,2,15,False,239597,3501608,1.66947,0.5000
2020-04-13,SP,Americana,city,4,2,14,False,239597,3501608,1.66947,0.5000
2020-04-12,SP,Americana,city,3,2,13,False,239597,3501608,1.25210,0.6667
2020-04-11,SP,Americana,city,3,2,12,False,239597,3501608,1.25210,0.6667
2020-04-10,SP,Americana,city,3,2,11,False,239597,3501608,1.25210,0.6667
2020-04-09,SP,Americana,city,3,2,10,False,239597,3501608,1.25210,0.6667
2020-04-08,SP,Americana,city,3,2,9,False,239597,3501608,1.25210,0.6667
2020-04-07,SP,Americana,city,3,2,8,False,239597,3501608,1.25210,0.6667
2020-04-06,SP,Americana,city,3,2,7,False,239597,3501608,1.25210,0.6667
2020-04-05,SP,Americana,city,3,2,6,False,239597,3501608,1.25210,0.6667
2020-04-04,SP,Americana,city,3,1,5,False,239597,3501608,1.25210,0.3333
2020-04-03,SP,Americana,city,2,0,4,False,239597,3501608,0.83473,
2020-04-02,SP,Americana,city,2,0,3,False,239597,3501608,0.83473,
2020-04-01,SP,Americana,city,2,0,2,False,239597,3501608,0.83473,
2020-03-31,SP,Americana,city,2,0,1,False,239597,3501608,0.83473,
2020-04-17,SP,Amparo,city,5,0,7,True,72195,3501905,6.92569,
2020-04-16,SP,Amparo,city,3,0,6,False,72195,3501905,4.15541,
2020-04-15,SP,Amparo,city,4,0,5,False,72195,3501905,5.54055,
2020-04-14,SP,Amparo,city,2,0,4,False,72195,3501905,2.77027,
2020-04-13,SP,Amparo,city,1,0,3,False,72195,3501905,1.38514,
2020-04-12,SP,Amparo,city,1,0,2,False,72195,3501905,1.38514,
2020-04-11,SP,Amparo,city,1,0,1,False,72195,3501905,1.38514,
2020-04-17,SP,Américo Brasiliense,city,5,0,7,True,40504,3501707,12.34446,
2020-04-16,SP,Américo Brasiliense,city,4,0,6,False,40504,3501707,9.87557,
2020-04-15,SP,Américo Brasiliense,city,3,0,5,False,40504,3501707,7.40668,
2020-04-14,SP,Américo Brasiliense,city,2,0,4,False,40504,3501707,4.93778,
2020-04-13,SP,Américo Brasiliense,city,1,0,3,False,40504,3501707,2.46889,
2020-04-12,SP,Américo Brasiliense,city,1,0,2,False,40504,3501707,2.46889,
2020-04-11,SP,Américo Brasiliense,city,1,0,1,False,40504,3501707,2.46889,
2020-04-17,SP,Andradina,city,1,0,3,True,57157,3502101,1.74957,
2020-04-16,SP,Andradina,city,1,0,2,False,57157,3502101,1.74957,
2020-04-15,SP,Andradina,city,1,0,1,False,57157,3502101,1.74957,
2020-04-17,SP,Apiaí,city,1,0,3,True,24374,3502705,4.10273,
2020-04-16,SP,Apiaí,city,1,0,2,False,24374,3502705,4.10273,
2020-04-15,SP,Apiaí,city,1,0,1,False,24374,3502705,4.10273,
2020-04-17,SP,Arandu,city,3,0,1,True,6357,3503109,47.19207,
2020-04-17,SP,Araraquara,city,39,2,16,True,236072,3503208,16.52038,0.0513
2020-04-16,SP,Araraquara,city,32,2,15,False,236072,3503208,13.55519,0.0625
2020-04-15,SP,Araraquara,city,27,2,14,False,236072,3503208,11.43719,0.0741
